	Url	Category	Position	Title	Location	Amount_Raised	Goal	Number_of_Donations	Length_of_Fundraising	FB_Shares	Number_of_Donors	Followers	Text
0	https://www.gofundme.com/f/vacscene	Creative	11	VACscene	Garden City, ID	36016	96650	400	35 days 20:12:04.255514000	3K	387	387	"Love Letters For VAC: The VACscene to save a Garden City cultural hub via art, love, and community.Joining forces with the Facebook Campaign: Love Letters to VAC , Project VACscene is the fundraising arm of a love story started by some kick ass ladies who are in the band Purring Mantis. Together, we will work to celebrate and preserve Visual Arts Collective as a hub for culture, community and artistic expression for generations to come. VAC has been closed for over 6 months and has been paying the bills with an SBA loan that runs out in October. While VAC plans to reopen as soon as they are safely able to do so, at the moment every show has been cancelled off the VAC schedule until 2021. Shows that do plan to go forward will be able to sell tickets at 30% capacity. This is not a sustainable business model. Current social distance guidelines will impact every aspect of the business and most shows will barely break even.   Project VACscene is raising funds to help VAC slowly reopen and subsidize lost revenues and operating expenses for the next 6 months: November 2020 - May 2021. Monies raised will support monthly operational expenses until Spring of 2021 when hopefully things have improved. For example, it costs $12,000 a month for bare-bones rent and utilities, and while small gatherings are currently allowed in Stage 4, every event at VAC in 2020 has been cancelled.Your donation will pay for: +  Building Rent +  Utilities +  Ongoing supplies to keep VAC safe and clean (when open)+  Extra security to enforce CoVid social distance requirements (when open)+  Funds to cover staff hourly for shows that do not break even+  CoVid related building upgrades and expenses To help reopen VAC and to keep it open now and the future we need to raise $96,650.00.  You can give in direct and meaningful ways:+ Click the Donate Now button! + Give to the Art Auction on the theme ""Love Letters For VAC"" (happening in December)   + Submit letters to ""Love Letters For VAC"" for an art book available for purchase in Feb 2021! Project VACscene and Love Letters for VAC has the full support of the VAC team. They believe in every artist in the Treasure Valley and in the future of VAC."
0	https://www.gofundme.com/f/5wbdu-maine-music-alliance	Creative	11	Maine Music Alliance	Portland, ME	nan	nan	nan	nan	nan	nan	nan	Money Raised will go to: Blue // Sun Tiki Studios // Geno's // Flask Lounge // The Apohadion // Mayo St. Arts // St. Lawrence Arts.  Thanks to State Theatre // One Longfellow Square // SPACE Gallery for helping to amplify the message.Every dollar raised will go directly to the above venues in their fight to keep the doors open.  As an organization have no administrative costs, so this is a 100% direct donation.  Money will be dispersed based on the specific needs of each venue.  For some it will be used to help offset the cost of rent that many have been paying out of pocket with no performance revenue.  For others it will be used to prepare for reopening and the multitudes of safety protocol that mill need to be implemented.  Still others will need the money to pay their utility bills that haven't slowed down since mid March.  Point being, every donation is one step towards helping this community become whole again.  Think of some of your fondest memories. Think of where they happened. We’re willing to bet that at least one of them happened at a concert. Our industry is based around the idea of bringing people together for shared communal artistic experiences, and our industry is in real trouble. In March of this year the first cancellations came, and what at the time felt like a weekend of lost revenue has now turned in to a year of lost revenue. This has affected musicians, agents, managers, and fans in ways that are profound and direct, though at the center of it all independent venues have been affected in ways that are almost incalculable.Independent venues are rooms that don’t have the backing of a national or international conglomerate. They are owned by people that have a stake in the communities that they seek to serve. They come in all shapes and sizes. From Sun Tiki to The Apohadion to Blue, from SPACE Gallery to One Longfellow Square and all the way up to Port City Music Hall, the State Theatre and Thompson’s Point. We are an ecosystem that cannot operate individually and we understand that together we are stronger than one. Over the last ten years our venues have brought thousands of shows, bands, ideas and unique experiences to our city. Collectively, we are one of the biggest employers in Portland. We generate millions of dollars in both direct and indirect revenue and we brought credibility to a city that was once without much credibility in the touring industry. Bands that had never really thought about playing Portland are now automatically including Portland in their touring plans. Throughout the past several years, the biggest beneficiary of all of this was the fans. Portland has some of the best fans in existence. In turn, our venues always try to treat fans with the respect and dignity that they deserve. Our fans are recognized as the lifeblood that keeps venues, musicians, and the industry as a whole resilient day after day, year after year. Now our venues need you more than ever. If you value our venues as much as we value you, our fans, please donate whatever amount is comfortable for you. All donations will be pooled and distributed to Portland’s music venues based on metrics of need, capacity and operating costs. Any amount helps.We sincerely appreciate all of you.
0	https://www.gofundme.com/f/BABSSHORT-FILM-BY-BRETTE-TAYLOR	Creative	12	"""BABS"" - Brette Taylor Film Fundraiser"	New York, NY	nan	nan	nan	nan	nan	nan	nan	"The topic of my film ""BABS"" is urgent.  As we experience the full impact of the current crises, more and more people are struggling with alcoholism and drug addiction. “BABS” is a spirited film about a woman who hits rock bottom, while drowning in a web of her own addiction. ""BABS"" will help others understand the reality & consequences of addiction, through the story of a woman to whom many can relate. Now more than ever, we need films that tackle this subject head-on without fear. It is still so silent...And rampant. I'm Brette Taylor, best known for my roles as Pam York in “Nashville”, Martha Wayne in “Gotham” and Crazy Debbie in “Rescue Me” to name a few. I’m a Cincinnati native currently living in NYC. This is my 4th screenplay. You can visit: www.imdb.me/brettetaylor to learn more about my credits.Filming starts this October. I'm asking that you assist in bringing my film..my dream to life by making a financial contribution. ""BABS"" is looking to raise $65,000 to offset the cost of this production, including but not limited to, camera crew, crew travel & lodging, location permits, sound design, editing, art direction, lighting, hair & makeup artists, crew catering, costumes, film insurance and advertising. Many people are donating their talent and time (including myself) because we believe in “BABS.” If we exceed our fundraising goals, we will be better able to hire the best Cincinnati crew and breathe the best life into this process! Thank you for your support in helping us make this film! With much gratitude...BretteSCRIPT READER REVIEWS:“Wow! Great story.  Love it!”  Tommy Lohmann – Cinematographer “Nashville”, “Dirty Grandpa”, ""One Smart Fellow"" “Oooooh!!!! Brette!!! This is COOL!!!!!! I’m so excited for you Honey!!! Thanks for sharing it with me!!!  XO” Kathryn Erbe – Actress “Law& Order - Criminal Intent” “GREAT job!! I love the idea of this film a lot. I can totally see you making it and it being brilliant! You gotta make this film!” Lori Jaroslow – Actress “Fiddler On the Roof” “Love it! This is really going to have the audience thinking, thinking, thinking.Important subject & script!” Christine Parks – Actress “I know This Much Is True” “Congratulations! You write very visually which is great and I could see each of the scenes clearly. I hope you continue to work on it and film it!” Amy Witting – Playwright “Anne Page Hates Fun”"
0	https://www.gofundme.com/f/1500-angels-to-save-westside-school-of-ballet	Creative	12	1500 Angels to Save Westside School of Ballet	Santa Monica, CA	nan	nan	nan	nan	nan	nan	nan	Please watch and share our 1500 Angels appeal video 1500 Angels: Save Our Studio!There has never been a more important time to contribute to our legacy.Westside School of Ballet is Los Angeles’ most successful ballet academy. Founded by Yvonne Mounsey and Rosemary Valaire in 1967, the school has been a touchstone for countless children and adult dancers for over 54 years.During this unprecedented time, we need each and every one of you to help save this incredible institution.Our teachers, pianists and staff are committed to keeping this studio afloat in the midst of the COVID-19 health crisis by offering over 50 online classes per week. Every effort is being made to keep our doors open, as we are the custodians of this amazing legacy — and YOU can be too!Our 1500 Angels campaign is an inspirational effort to Save Our Studio. Westside Ballet is looking for 1500 angels to contribute $100 each, but we would be grateful for any amount you can contribute. Please Become an Angel NOW and save this legacy school that has been so terribly impacted by the stay-at-home orders!#SmallBusinessRelief
0	https://www.gofundme.com/f/CreativeGenesis	Creative	12	Creative Genesis - Innovative Dance Project	Raised $14,435 from 37 donations	nan	nan	nan	nan	nan	nan	nan	"
UPDATE: Join us Thursday 9/17 at 8pm ET for the virtual premiere of my new work! It’s been beyond amazing to be creating together again. Here is the link to tickets! We have special prices for our different donor levels. For those of you in the top tier, I will reach out to you individually with the livestream information!During this turbulent period of COVID-19, I set a goal to launch a new program that would create new works and give my fellow dancers space to move. Creative Genesis was born! This program will take place in September and will follow a strict COVID-19 safety protocol heeding the CDC guidelines.This unprecedented time has inspired me to use my choreographic skills to present ideas representative of my multifaceted perspective. As a black choreographer I also hope to use this program to further the efforts for inclusion of new black voices in the ballet world. I would greatly appreciate your support in making this dream a reality! For different donation levels, we have included some exciting benefits:



$1,000 and up: One-on-one FaceTime with a dancer, Livestream a rehearsal day, Livestream a chat/interview with a dancer, Fee virtual performance ticket.

$500 to $999: Livestream a rehearsal day, $20 virtual performance ticket.

$50 to $499: Livestream a rehearsal, $25 virtual performance ticket. 


Thank you all so much for your support!Gabe Stone Shayer
"
0	https://www.gofundme.com/f/kiley039s-album	Creative	13	Kiley's Album	Redding, CA	nan	nan	nan	nan	nan	nan	nan	"Hi everyone, I’m excited to share that I'm planning to record an album of original songs this coming August/September.  Stepping into this feels like home yet totally new territory!!For me, crossing the line and initiating this project is about faithfulness. I've been carrying around these seeds for so long, and it’s time to plant them, water them, and fully steward them. If these songs are fruit from my life, they're not meant to stay hidden, but to be offered. Lately I've been reminded of people and places across different seasons of my life that have shaped who I am and encouraged this part of what I am created to do. If you're reading this, I bet you're one of them! We didn't build “record an album"" into our year, especially given these recent months, so that's where the risk comes in ;)  We've been working hard and believing hard for the funds needed. I humbly want to ask for your prayers and I invite you to sow into this project financially. Funds will cover tracking, mixing, mastering, and creating a bit of supporting content around the music.The grace we have felt around doing this has been unmistakable. In early June I felt a clear “NOW” that I couldn’t ignore. It's time. This is taking big faith, but that’s part of every story involving a big YES, isn’t it? I can’t fully express how much your support means as this becomes a reality. And with equal joy I can't wait to share this music with you. LOVE,  Kiley"
0	https://www.gofundme.com/f/help-the-towne-crier-survive	Creative	13	Help the Towne Crier Survive	Beacon, NY	nan	nan	nan	nan	nan	nan	nan	Since 1972, the Towne Crier has been a Hudson Valley cultural institution presenting music, dance, film and more. Unfortunately, the pandemic has forced us to temporarily close our doors.We’ve started this GoFundMe campaign to help offset existing and ongoing operating expenses.If you’d like to help us survive these challenging times, please consider making a contribution. Thank you.About us:Founded in November 1972, in an old stagecoach stop in Beekmanville, NY, the Towne Crier Cafe has become a mecca for fans—and performers—of live music. After a quarter-century in Pawling, NY, we relocated in October 2013 to the blossoming arts hub of Beacon, NY.Some of the performers who have graced our stage include folk icons such as Pete Seeger, Tom Chapin and Judy Collins; top-tier singer-songwriters like Richard Thompson and Jimmy Webb; stellar instrumentalists like Bela Fleck, McCoy Tyner, Pat Metheny and Leo Kottke; in addition to a variety of Americana, Celtic, jazz, rock, Cajun, zydeco and R&B artists – as well as many who defy categories! We’ve also featured dance, cabaret, vaudeville, film, spoken word/poetry and theater. Visit https://www.townecrier.com/artists/  to learn more.We're also known for hosting our weekly, award-winning Open Mic showcasing up-and-coming talents, most notably Sawyer Fredericks and Hailey Knox, both who performed at our Open Mic Night as pre-teens; plus a series of Salon performances featuring local and regional talent.The walls of the Towne Crier are lined on a rotating basis with work from such world-renowned artists as Ron English, Michael D’Antuono and Cuban artist Alejandro Marrero.Our performances are presented in an intimate space—bringing you what the NY Times called “Down-home access to world-class performers.” The Wall Street Journal called the Towne Crier one of the finest roots-music venues in the country.We take our dining as seriously as we do our music. Winners of Dutchess Tourism’s 2015 Culinary Award of Distinction, our fine-dining menu emphasizes fresh, local and natural ingredients. And our legendary desserts will have you tweeting OMGs.Some of our awards in recent years include the 2018 Dutchess County Executive’s Award for Arts Business; Hudson Valley Magazine’s “Open Mic Night Editors Pick 2016” award, as well as its award for “Best Thing to Happen to the Local Music Scene 2014.”After nearly five decades in Dutchess County, the Towne Crier Cafe is the oldest venue of its kind under continuous management. It is one of the cultural destination in the tri-state area and beyond.Visit www.townecrier.com  for more information.
0	https://www.gofundme.com/f/hummingbird-music-camp-fundraiser	Creative	13	Hummingbird Music Camp Fundraiser	Jemez Springs, NM	nan	nan	nan	nan	nan	nan	nan	This year marked Hummingbird Music Camp’s 62nd summer, and due to the Covid-19 pandemic, it was the first time since 1959 that they were unable to welcome any campers, counselors, teachers, or staff.  Initially, only the first few weeks of camp were cancelled, while the camp made changes and plans that would allow operation in compliance with the Centers for Disease Control and Prevention (CDC) guidelines; however, due to the increase in cases in New Mexico in late June, the remainder of the 2020 season had to be cancelled.  I was a camper at Hummingbird over 30 years ago, and I remember how much I loved spending time there. We came to Hummingbird for the music, and also got to hike in the mountains, swim in the river, listen to stories, make and spend time with friends.  By expanding the offerings to include art and chess, the camp’s community has grown, providing a solid foundation for the future.  I want Hummingbird to remain a fixture in New Mexico for generations, giving campers experiences like so many of us were lucky to have.  A GoFundMe campaign has been set up to assist the Higgins family in keeping the Hummingbird Music Camp afloat following the cancellation of the 2020 season, and donated funds will be used towards the camp’s operations and maintenance expenses.  Please join us in our efforts to ensure that the camp is able to operate for many years to come.
0	https://www.gofundme.com/f/vso-musician-relief-fund	Creative	14	VSO Musician Relief Fund	Norfolk, VA	nan	nan	nan	nan	nan	nan	nan	The Musicians of the Virginia Symphony are furloughed and without pay for the rest of 2020. While other full-time professional orchestras across the country are seeing an average 25% reduction in pay, VSO Musicians are facing a 72% cut in our salaries for what would have been a celebratory 100th season. This season is very different from what anyone imagined. We played our last notes together on March 13, 2020 and we don’t expect to perform together again until February. While we all bear financial hardship, some musicians face desperate circumstances. Our individual health insurance is maintained, but we remain responsible for the cost of insurance for spouses and dependent children. Already a few musicians have had to leave our community. This pandemic has created difficulties not only for our musicians, but for countless others in our community, in our country, and across the world. If you are able, we ask for your financial help during these challenging times. Our goal is to support our musicians struggling to pay medical costs and to address dire emergencies. Through your donation to our GoFundMe campaign, we will be able to assist our musicians and their families in maintaining their homes and lives. We continue to practice our craft and cannot wait to return to the stage and perform for you. With your help, we will provide the high quality of performance and teaching that our community has come to appreciate and expect. For news, updates, and upcoming events, please follow us on social media and visit our website. VSO Musicians Website VSO Musicians Facebook VSO Musicians Twitter VSO Musicians InstagramTo contact the VSO Musicians, please use the “Contact” button below.
0	https://www.gofundme.com/f/save-the-mother-in-law-lounge	Creative	14	Save the Mother in Law Lounge	New Orleans, LA	nan	nan	nan	nan	nan	nan	nan	"The Mother in Law Lounge has been a New Orleans staple since it was opened by Ernie K-Doe in 1995 named after his hit song ""Mother in Law.""  After taking over the bar in 2011, Kermit Ruffins has made the Mother in Law Lounge a home to many New Orleans musicians not only for gigs but also as a place to hang. Before having to close for the safety of our community, we would have different local bands playing every night of the week.  Musicians from all over the world would pass through the bar to hangout or sit in on shows on any given day, turning one band's show into a big jam session.  Hopefully, we can get back to that real soon being that live music is the heartbeat of this bar.  However, with the uncertainty of when live music will be able to return to New Orleans due to COVID-19, the future of the Mother in Law Lounge is looking grim.For the last 7 months, we have done our best to keep our people employed help the community with free meals.  However, the bills have been piling up to the point of almost no return.  Now, as a last resort, I am asking my friends and fans who are able to give us a hand and please help me keep this historic bar afloat.Stay safe, and I hope to see y'all real soon.Yours truly, Kermit Ruffins."
0	https://www.gofundme.com/f/kevin039s-journey-to-interlochen	Creative	14	Kevin's Journey to Interlochen	Raised $9,193 from 175 donations	30140	30000	584	137 days 20:12:11.215049000	2.9K	570	573	Update to comply with GoFundMe: My name is Tara Byrdsong and I reside in Jonesboro, GA. This campaign is for my former (forever) student, Kevin Belcher. I taught Kevin in band for three years at Price Middle School in Atlanta, GA. Every single dime raised will go towards Kevin's musical studies. We (his mother and I) intend on opening up a bank account/trust fund from which he can withdraw the campaign funds on an as need basis. Kevin Belcher is a 16 year old rising junior and budding musician at Maynard Jackson High School in Atlanta, Georgia. Having overcome many obstacles in order to pursue his dream of becoming a prominent and successful musician, his aspirations were finally realized. On June 17th, 2020, Kevin was accepted into the world renowned Interlochen Arts Academy to study classical clarinet! (Learn more about Interlochen here. https://www.interlochen.org/) Kevin has managed to navigate himself through personal adversity and persevere through many obstacles. He has managed to hold strong in his pursuit of his dreams, despite the lack of examples to visualize himself in the spaces he desires, and as a result, the temptation to give up. And although he is blessed to have family, friends, and teachers who uplift and push him; he still requires major financial support in order to fully realize his pursuits to attend Interlochen. His deposit of $1,700.00 is due on July 1st, 2020 with the remainder of his $66,000 tuition ($25,000 after his scholarship) to be paid in the fall of the 2020-2021 school year. All additional funds will go towards next (senior) year's tuition.This is where you come in. Kevin needs to raise $25,000 in order to have the chance to experience, study, and be in the same spaces of talented and like minded student musicians such as himself. He understands that it is not going to be easy. However, he believes, with our support, he will be prepared for the inevitable challenges that lie ahead and will be reinvigorated to put in the work to pursue his dreams and aspirations. I believe I can speak for him and say unequivocally, that Kevin will be eternally grateful for every single contribution toward reaching his goal.Kevin’s final performance is on July 19th, at First Presbyterian Church of Atlanta, 1328 Peachtree St. NE, Atlanta 30309 during the 11 am service.  If possible, please support him in his farewell performance to Interlochen by attending and donating to his tuition fund. Thank you in advance for any contribution you can make towards his goal. All of the proceeds raised will go towards his tuition, room, board, uniform, and supplies needed in order to attend this prestigious academy. With sincere gratitude,Tara Byrdong on Behalf of Kevin Belcher
0	https://www.gofundme.com/f/live-streaming-for-the-people	Creative	15	Live Streaming for the People	Seattle, WA	nan	nan	nan	nan	nan	nan	nan	This campaign has far exceeded our expectations and it’s because of your generosity that we will close the fundraiser so that funds can be directed to other important #defundSPD efforts. Chai Adera and his mother, Tracy Rector, will continue to move the funds raised for needs as listed out in an earlier update and consider the ever-changing needs of our quickly changing movement to #DecriminalizeSeattle. Thank you for coming together and supporting grassroots led organizing and independent media.Please consider donating to the following BIPOC led organizations:- Omari Salisbury, Converge Media https://www.paypal.me/ConvergeMedia - Trans Women of Color Solidarity Network https://www.gofundme.com/f/trans-women-of-color-solidarity-network-fund - Wa Na Wari https://www.wanawari.org - Real Rent Duwamish https://www.realrentduwamish.org*Chai's mom, Tracy Rector, will be managing the funds raised for the supplies and needs of the community as they shift. *Gratitude to Chai Adera and Tracy Rector for reaching out to me for the support they needed to raise money that would meet the demands of the community during a difficult time when the militarized presence in Seattle was high.  ******Chai was born into social activism with his first march at 3 months old resting and listening while in his momma's sling. Now, as a young BIPOC 24 year old artist, he’s on the streets documenting and live streaming these important events of our time. You can follow Chai on his journey, streaming the protests at Future Crystals on Instagram that followed the devastating event of the murder of George Floyd but more specifically, the movement to Defund the Police on Coast Salish Territory. At this very moment your meaningful donation will support a young BIPOC artist pay for his invaluable time to protect protesters by streaming this intensely political moment, equipment for rain protection, digital storage, gas money, protest equipment to stay safe on the streets, bail funds for protestors, base camp venue support, and stipends for the camera crew. Chai has been tirelessly documenting for days and will do so for as long as people on the streets rise up to this important call to action. He is an impassioned activist and his ability to live stream with such care and fortitude all of these days for so many hours on Instagram is a true service to the people! Please contribute if you can in any amount that makes sense for you. No amount is too little or too large. Together we can sustain the invaluable work of a young artist documenting this historical flash point.Support local Defund the Police efforts in Seattle:Organizational Sign On Individual Sign on
0	https://www.gofundme.com/f/bid-black	Creative	15	Bid Black	Los Angeles, CA	nan	nan	nan	nan	nan	nan	nan	Bid Black is a disruptive, grass-roots movement seeking to normalize and amplify the presence of Black creators in creative positions in branded, music, and narrative productions. As the largest public database of Black talent in film, we look to serve production companies in finding new talent to represent; creative agencies in finding fresh voices to bring their campaigns to life; most of all we are in service of the Black film community, aiming to increase job opportunities, equity, and influence in the creative community. For us, by us. We’ve been featured in publications such as AdAge  and Little Black Book  and have had an overwhelmingly positive response from supporters all over the globe. Our mission is to identify the needs of our community and work with agencies, brands, and production companies to transform the way we approach bidding and hiring. By this point we all know that diversity raises the bottom line and creates more dynamic stories, but how do creative institutions implement ‘diversity’ on an operational level? This is the enigma we are seeking to unpack at Bid Black. Currently, we are working on rolling out new features on our website for the community we serve and we would love your support in helping us do so. Bid Black will begin presenting the work of talent represented on the site in a library format for a curated viewing experience. Also in development is the expansion of the database into other creative roles like composers, production designers, animators and producers. Please help us remain a 100% free and accessible service to everyone as we grow. Bid Black was created in 2018 by Sydni Chustz along with the help of several other contributors who have lent their time and love to this effort. Join our village and help us transform the way we tell stories. We are extremely humbled for all the support we’ve received thus far and will remain unmoved on our mission to increase visibility of Black filmmakers everywhere. More Info - Website Instagram  With Thanks,Sydni + Team
0	https://www.gofundme.com/f/23y1t71tuo	Creative	15	UNDERGROUND RAILROAD RIDE	Brooklyn, NY	29324	150000	300	77 days 20:12:13.410046000	452	294	295	"
When John Shackelford discovered cycling an entirely new world opened up to him. The freedom that came with it empowered him to access opportunities and a future he’d never dreamed of before. As for many of us, 2020 has made him reconsider where Black people have come from and where they are now. Is there really a difference? Are we all truly free? John has decided to embark on a journey of endurance and determination as a medium to process this struggle. At 25 years old, the age many black men meet their demise, the New York City bike messenger will cycle 1,114 miles along the Underground Railroad, a life and death trek for those who attempted it in the early to mid-1800s.This is adventure cycling, a discipline marked by a vast underrepresentation of POC. This is a story of activism, adventure and deep connection to the ancestors along the way. This is a ride of protest, resistance, and hope. The film documenting his passage is our call to action to act as both witnesses to history while also active participants. We’ve been humbled by the outpouring of support and generosity the teaser has inspired, but we still have a long way to go. With our community behind us, we can fuel John’s dream and capture every second along the way.Check out our teaser here: https://vimeo.com/444124103/descriptionFollow us on Instagram: @undergroundrailroadrideWebsite:https://www.undergroundrailroadride.com
"
0	https://www.gofundme.com/f/for-james-chance-and-judy-taylor	Creative	16	For James Chance and Judy Taylor	Raised $580 from 14 donations	29257	50000	490	79 days 20:12:14.122714000	2.1K	478	479	"
This campaign is to benefit James Chance and his longtime partner Judy Taylor. James is known as a musician, saxophonist, singer, songwriter, and one of the leaders of the Funk / /Punk  / Jazz / No Wave movements that began in the late 1970s in downtown New York City, with his groundbreaking groups The Contortions and James White and the Blacks.

James and Judy currently live in New York and have both been severely affected by personal health issues and the COVID situation. James had to cut short his European tour last year due to a sudden health crisis, and Judy suffers from a long term debilitating illness that keeps her confined to home. The family has hopes that James will recover, however there is scarce employment for musicians during this time of pandemic.

In October of last year, James' father Donald Siegfried who had been James' lifeline of support during his health crisis, died rather suddenly, and his mother, Jean Siegfried, had to be relocated to a memory care facility, leaving little in the way of family funds to continue support to James and Judy.

Any donations you are able to give at this time will be going directly to cover the cost of James and Judy's medical and living expenses, and any funds beyond their immediate needs will go into a retirement fund for James.

James and Judy and the Siegfried family will be very grateful for any amount that you can contribute, as the funds will lift a burden from the Siegfried family as we are all concerned over James and Judy's welfare.




"
0	https://www.gofundme.com/f/ahya039s-harp-fund	Creative	16	Get Ahya a New Harp!	Detroit, MI	27763	50000	881	138 days 20:12:15.023722000	551	873	877	"
Hey Yall!I'm Ahya Simone and I'm an internationally acclaimed harpist/composer/filmmaker. Right now, I am in need of a new concert grand harp.I've been playing the harp for 12 years- receiving my Bachelor's degree from Wayne State University in 2014 for Harp performance. I have also performed alongside artists such as Kelela, Juliana Huxtable, Tunde Olaniran and Kelsey Lu.   Receiving an electro-acoustic harp will allow me to play both acoustically, as well allow me to play easily with amplifications, a quality sound for recording sessions, add electronic effects,  perform in larger rooms, and create innovative on-stage soundscapes . In order to decide on a harp, I also must travel to harp showrooms and try them out before buying. I will need to travel from Virginia, New Jersey, and Chicago to test multiple harps out. I am looking to make my goal as soon as possible to finish my début Electronic R&B EP, and to enhance my live performances and collaborations. It would really mean a lot to me to know you support and believe in my art to help me continue exploring the harp outside of classical music. If you help me reach my goal, I will give a free 30 min virtual concert on my new instrument at a later date! See price breakdowns and check out some of my work below. Please share this fundraiser on your social networks! Every little bit helps!Thank you all so much in advance for supporting Black Trans Women artists.  Perpetually Carrying,AHYA SIMONETo find out more about my story and some of my work :MusicWebsite  Youtube Bandcamp Spotify Film work: Fqchronicles  (director,writer actress)Treasure From Tragedy to Trans Justice Price Break Downs:Harp 35-40KHarp Strings (2 sets) : $1000 Harp accessories: $2000Travel and lodging: $2000Harp regulation for one year: 1000Shipping: $350-500 Effects pedals (3+) - $500-700Insurance for 5 years: $2000Amp: $300-500If I make $20,000  in addition to my goal, those proceeds  will go towards my gender affirming surgeries. Any funds beyond that will go to the Cass Tech Harp and Vocal Program in Detroit,MI.Cass Tech Harp and Vocal Website 
"
0	https://www.gofundme.com/f/2020-black-voter-engagement-video-series	Creative	16	2020 Black Voter Engagement Video Project	Brooklyn, NY	27725	65000	217	75 days 20:12:15.761545000	2K	205	205	The turnout of Black voters will be a deciding, if not the deciding, factor in the upcoming presidential election. That's why we at Emerald Media are seeking funding to produce a Black voter engagement video project to be released across digital platforms in the lead up to the 2020 presidential election. The project will comprise a series of short videos, set against the backdrop of the election and the pandemic, profiling Black people living in cities with significant Black populations. The project is the first part of a series we are developing to amplify Black voices in the American political story. Our goal is to increase Black voter engagement as a method of empowerment for Black people and communities. In an election where door knocking will be severely limited due to the pandemic, we know that storytelling will be an even more important tool than usual to reach voters. When Black voters, as is the case with all voters,  recognize themselves in the narrative of the election, they will vote. Emerald Media is uniquely qualified to undertake such a project.  We are campaign professionals, organizers, researchers, and filmmakers, committed to building a more equitable and inclusive world. From education in underserved communities to criminal justice reform to political candidacies, we have captured a number of subjects and issues related to the Black experience in America.For samples of our video work, please click here.The funds will be used for production and distribution, which includes:1) Production fees, including the hiring of crews2) Equipment rental3)Transportation and lodging for production staff4) EditingWith less than 3 weeks to go in the most consequential election of our lifetime, please consider a contribution so we can do this essential work.Thank you!Jordan, Sophia, Chris & the Whole Team at the Emerald Media
0	https://www.gofundme.com/f/black-queer-production-collective-upstart	Creative	17	Legacy: A Black Queer Production Collective	Brooklyn, NY	27104	100000	571	109 days 20:12:17.000424000	183	550	550	Legacy: A Black Queer Production CollectiveOur Mission: We are a group of Black, queer artists based in New York. We collectivized in response to the deep-seated and ongoing underappreciation, undervaluing, and underfunding of Black queer art. We focus on uplifting Black LGBTQIA+ voices and experiences by: creating space for artistic endeavors, compensating fairly for time and work, and fostering fellowship and opportunity for our communities, present and future. The conversation on the seat at the table owed to Black people in media and the arts has reached a peak pitch in recent times. As Black queer artists, we dedicate ourselves to creating artistically striking works that shift culture and offer largely excluded perspectives. In the past, like so many of our peers, we've had to accomplish our creative visions with little to no resources, often relying on ambition and drive to push our projects forward.Despite our financial limitations, we've accomplished a great deal with our craft both collectively and individually. In this time of global pandemic, we are not being paid to make art. For the most part, we are not getting paid at all. At this time, we are looking toward those who enjoy and benefit from our art to also invest in our future. To execute this vision, we are asking for more than a seat at the table.Instead, we intend to build our own table. Thus, we are launching a production company that will focus on providing resources to artists and creatives most often underrepresented in media. Our community has contributed to mainstream culture for far too long without compensation, and we are ready to enact change.In order to launch this production company, we have set a goal to raise $100k. This money will go to paying artists for their time and talents, securing tech (costuming, cinematography, makeup artists, choreographers, editors, etc), renting spaces, and producing fully realized visions. We have projects in the works spanning music, performance art, screenwriting, theatre, dance, and more.  Any donation, big or small, can make a huge difference in helping us achieve our goals while doing what we love most.  Thank you so much for your time and support. Peace&Love,Legacy*founding members: Basit, Garrett, Kyle, Ashton
0	https://www.gofundme.com/f/funds-for-current-films-projects	Creative	17	Funds For Current Films Projects	New York, NY	nan	nan	nan	nan	nan	nan	nan	ABOUT ME:My name is Anthony Basil Rodriguez, I'm a photographer/filmmaker. I created this GOFUNDME to help raise the necessary fund to help with the production and completion of my upcoming film series called GROWING BACK TO NATURE.ABOUT THE PROJECT:GROWING BACK TO NATURE is a documentary series featuring the stories of individuals making economic, lifestyle, and cultural shifts in the direction to become more harmonious with the natural world.EPISODE ONE: YOUNG & INOCULATED is the first of the ongoing series Growing Back To Nature. Featuring William Padilla Brown of New Cumberland, PA. Father, entrepreneur, Artist and self taught Mycologist.WHERE WILL THE FUNDS GO?If the set goal of 25k is raised ALL of the funds will be put towards the purchasing of Camara gear. High end digital cinema gear is not cheap, and the set goal of 25k is even on the low end of most cinema camera setups. With this gear I will be able to work without delay on my current film series GROWING BACK TO NATURE, as well as all other pending Film Projects.If I pass the goal of 25k I will use all other funds to continue all of my other projects currently in the works. 
